Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,,,,,,,,,,,,
Gansu Jiu Steel Group Hongxing Iron & Steel,Materials,Iron & Steel,Asia,China,2.2,13.1,-0.4,9.9,1715,http://www.forbes.com/companies/gansu-jiu-steel-group-hongxing-iron-steel/,-0.04040404,-0.030534351,,,,,,,,,,,,
Realogy Holdings,,,North America,United States,6.4,5.3,0.4,7.3,1716,http://www.forbes.com/companies/realogy-holdings/,0.054794521,0.075471698,,,,,,,,,,,,
Daishi Bank,Financials,Regional Banks,Asia,Japan,1.3,0.9,0.1,46.1,1717,http://www.forbes.com/companies/daishi-bank/,0.002169197,0.111111111,,,,,,,,,,,,
Kansas City Southern,Industrials,Railroads,North America,United States,11.4,2.4,0.4,7.4,1718,http://www.forbes.com/companies/kansas-city-southern/,0.054054054,0.166666667,,,,,,,,,,,,
Alinma Bank,Financials,Regional Banks,Asia,Saudi Arabia,7.5,0.7,0.3,16.8,1719,http://www.forbes.com/companies/alinma-bank/,0.017857143,0.428571429,,,,,,,,,,,,
Shiga Bank,Financials,Regional Banks,Asia,Japan,1.4,0.9,0.1,45.8,1719,http://www.forbes.com/companies/shiga-bank/,0.002183406,0.111111111,,,,,,,,,,,,
Suruga Bank,Financials,Regional Banks,Asia,Japan,4.5,1.2,0.3,37.2,1719,http://www.forbes.com/companies/suruga-bank/,0.008064516,0.25,,,,,,,,,,,,
Royal Boskalis,Industrials,Construction Services,Europe,Netherlands,6.6,4.7,0.5,7.9,1722,http://www.forbes.com/companies/royal-boskalis/,0.063291139,0.106382979,,,,,,,,,,,,
SQM,Materials,Diversified Chemicals,South America,Chile,8.3,2.2,0.5,4.8,1722,http://www.forbes.com/companies/sqm/,0.104166667,0.227272727,,,,,,,,,,,,
Toho Bank,Financials,Regional Banks,Asia,Japan,0.9,0.6,0.1,45.8,1722,http://www.forbes.com/companies/toho-bank/,0.002183406,0.166666667,,,,,,,,,,,,
Aboitiz Equity Ventures,Industrials,Conglomerates,Asia,Philippines,7,1.9,0.6,4.6,1725,http://www.forbes.com/companies/aboitiz-equity-ventures/,0.130434783,0.315789474,,,,,,,,,,,,
McCormick & Co,Consumer Staples,Food Processing,North America,United States,9.3,4.2,0.4,4.4,1725,http://www.forbes.com/companies/mccormick-co/,0.090909091,0.095238095,,,,,,,,,,,,
Jabil Circuit,Information Technology,Electronics,North America,United States,3.7,17.5,0.3,8.1,1727,http://www.forbes.com/companies/jabil-circuit/,0.037037037,0.017142857,,,,,,,,,,,,
Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,North America,United States,6.8,6.2,0.3,3.1,1727,http://www.forbes.com/companies/dicks-sporting-goods/,0.096774194,0.048387097,,,,,,,,,,,,
Murphy USA,Consumer Discretionary,Specialty Stores,North America,United States,1.9,18.1,0.2,1.9,1727,http://www.forbes.com/companies/murphy-usa/,0.105263158,0.011049724,,,,,,,,,,,,
Varian Medical Systems,Health Care,Medical Equipment & Supplies,North America,United States,8.7,3,0.4,3.4,1730,http://www.forbes.com/companies/varian-medical-systems/,0.117647059,0.133333333,,,,,,,,,,,,
Hainan Airlines,Industrials,Airline,Asia,China,3.6,4.8,0.3,17.1,1731,http://www.forbes.com/companies/hainan-airlines/,0.01754386,0.0625,,,,,,,,,,,,
MeadWestvaco,Materials,Paper & Paper Products,North America,United States,6.7,5.4,0.3,10.3,1732,http://www.forbes.com/companies/meadwestvaco/,0.029126214,0.055555556,,,,,,,,,,,,
Banca Popolare di Sondrio,Financials,Regional Banks,Europe,Italy,2.2,2.1,0.1,45.2,1733,http://www.forbes.com/companies/banca-popolare-di-sondrio/,0.002212389,0.047619048,,,,,,,,,,,,
Indian Bank,Financials,Regional Banks,Asia,India,0.9,2.8,0.3,30,1734,http://www.forbes.com/companies/indian-bank/,0.01,0.107142857,,,,,,,,,,,,
Honbridge Holdings,,,Asia,Hong Kong,1.3,0,1.2,2,1734,http://www.forbes.com/companies/honbridge-holdings/,0.6,??Umicore,Materials,Diversified Metals & Mining,Europe,Belgium,5.6,13,0.2,4.8,1736,http://www.forbes.com/companies/umicore/,0.041666667,0.015384615
Abu Dhabi Islamic Bank,Financials,Regional Banks,Asia,United Arab Emirates,4.8,1.3,0.3,28.1,1736,http://www.forbes.com/companies/abu-dhabi-islamic-bank/,0.010676157,0.230769231,,,,,,,,,,,,
Orient,Financials,Consumer Financial Services,Asia,Japan,1.6,2.1,0.1,45.1,1738,http://www.forbes.com/companies/orient/,0.002217295,0.047619048,,,,,,,,,,,,
VeriSign,Information Technology,Software & Programming,North America,United States,7.2,1,0.5,2.7,1739,http://www.forbes.com/companies/verisign/,0.185185185,0.5,,,,,,,,,,,,
Great Wall Technology,Consumer Discretionary,Consumer Electronics,Asia,China,0.5,15.1,0,9,1740,http://www.forbes.com/companies/great-wall-technology/,0,0,,,,,,,,,,,,
CVR Energy,Energy,Oil & Gas Operations,North America,United States,3.8,9,0.4,3.7,1741,http://www.forbes.com/companies/cvr-energy/,0.108108108,0.044444444,,,,,,,,,,,,
Hellenic Petroleum,Energy,Oil & Gas Operations,Europe,Greece,3.1,12.8,-0.4,9.9,1741,http://www.forbes.com/companies/hellenic-petroleum/,-0.04040404,-0.03125,,,,,,,,,,,,
Balfour Beatty,Industrials,Construction Services,Europe,United Kingdom,3.4,13.7,0,9.5,1743,http://www.forbes.com/companies/balfour-beatty/,0,0,,,,,,,,,,,,
Bilfinger,Industrials,Construction Services,Europe,Germany,5.6,11.2,0.2,9,1743,http://www.forbes.com/companies/bilfinger/,0.022222222,0.017857143,,,,,,,,,,,,
Monster Beverage,Consumer Staples,Beverages,North America,United States,11.9,2.2,0.3,1.4,1745,http://www.forbes.com/companies/monster-beverage/,0.214285714,0.136363636,,,,,,,,,,,,
SpareBank 1 SR-Bank,Financials,Regional Banks,Europe,Norway,2.6,1.3,0.3,25.9,1745,http://www.forbes.com/companies/sparebank-1-sr-bank/,0.011583012,0.230769231,,,,,,,,,,,,
Taiwan Business Bank,Financials,Regional Banks,Asia,Taiwan,1.6,0.9,0.1,44.6,1747,http://www.forbes.com/companies/taiwan-business-bank/,0.002242152,0.111111111,,,,,,,,,,,,
Indian Overseas Bank,Financials,Regional Banks,Asia,India,1,4.1,0.1,41.9,1748,http://www.forbes.com/companies/indian-overseas-bank/,0.002386635,0.024390244,,,,,,,,,,,,
Nine Entertainment Co. Holdings Pty,,,Australia,Australia,2.1,1.3,1.2,3.1,1748,http://www.forbes.com/companies/nine-entertainment/,0.387096774,0.923076923,,,,,,,,,,,,
Chinese Estates,Financials,Real Estate,Asia,Hong Kong,4.7,0.9,0.8,9.8,1750,http://www.forbes.com/companies/chinese-estates/,0.081632653,0.888888889,,,,,,,,,,,,
Basler Kantonalbank,Financials,Regional Banks,Europe,Switzerland,2.6,0.9,0.1,44.1,1750,http://www.forbes.com/companies/basler-kantonalbank/,0.002267574,0.111111111,,,,,,,,,,,,
Commercial International Bank,Financials,Regional Banks,Africa,Egypt,4.8,1.7,0.4,16.4,1750,http://www.forbes.com/companies/commercial-international-bank/,0.024390244,0.235294118,,,,,,,,,,,,
East West Bancorp,Financials,Regional Banks,North America,United States,5.3,1.1,0.3,24.7,1753,http://www.forbes.com/companies/east-west-bancorp/,0.012145749,0.272727273,,,,,,,,,,,,
Gannett,Consumer Discretionary,Printing & Publishing,North America,United States,6.4,5.2,0.4,9.2,1754,http://www.forbes.com/companies/gannett/,0.043478261,0.076923077,,,,,,,,,,,,
Credito Emiliano,Financials,Regional Banks,Europe,Italy,3.4,2,0.2,43.4,1755,http://www.forbes.com/companies/credito-emiliano/,0.004608295,0.1,,,,,,,,,,,,
Illumina,Health Care,Biotechs,North America,United States,20.1,1.4,0.1,3,1756,http://www.forbes.com/companies/illumina/,0.033333333,0.071428571,,,,,,,,,,,,
Nelnet,Financials,Consumer Financial Services,North America,United States,1.9,1.1,0.3,27.8,1757,http://www.forbes.com/companies/nelnet/,0.010791367,0.272727273,,,,,,,,,,,,
SVB Financial Group,Financials,Regional Banks,North America,United States,5.9,1.4,0.2,26.5,1758,http://www.forbes.com/companies/svb-financial-group/,0.00754717,0.142857143,,,,,,,,,,,,
Church & Dwight,Consumer Staples,Household/Personal Care,North America,United States,9.4,3.2,0.4,4.3,1759,http://www.forbes.com/companies/church-dwight/,0.093023256,0.125,,,,,,,,,,,,
LG Uplus,Telecommunication Services,Telecommunications services,Asia,South Korea,4.3,10.5,0.3,11.2,1759,http://www.forbes.com/companies/lg-uplus/,0.026785714,0.028571429,,,,,,,,,,,,
Credit Saison,Financials,Consumer Financial Services,Asia,Japan,3.6,3.2,0.4,21.2,1761,http://www.forbes.com/companies/credit-saison/,0.018867925,0.125,,,,,,,,,,,,
Mercuries & Associates,Consumer Discretionary,Department Stores,Asia,Taiwan,0.5,5.2,0,23.1,1762,http://www.forbes.com/companies/mercuries-associates/,0,0,,,,,,,,,,,,
Guangzhou Automobile Group Co. Ltd.,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,7.4,3,0.4,9.5,1763,http://www.forbes.com/companies/guangzhou-automobile/,0.042105263,0.133333333,,,,,,,,,,,,
Hysan Development,Financials,Real Estate,Asia,Hong Kong,4.6,0.4,0.8,9.8,1763,http://www.forbes.com/companies/hysan-development/,0.081632653,2,,,,,,,,,,,,
Maxim Integrated Products,Information Technology,Semiconductors,North America,United States,9.3,2.4,0.4,4.3,1765,http://www.forbes.com/companies/maxim-integrated-products/,0.093023256,0.166666667,,,,,,,,,,,,
AGL Resources,Utilities,Natural Gas Utilities,North America,United States,5.8,4.7,0.3,14.8,1766,http://www.forbes.com/companies/agl-resources/,0.02027027,0.063829787,,,,,,,,,,,,
Supervalu,Consumer Staples,Food Retail,North America,United States,1.8,17,-1.3,4.7,1767,http://www.forbes.com/companies/supervalu/,-0.276595745,-0.076470588,,,,,,,,,,,,
Avon Products,Consumer Staples,Household/Personal Care,North America,United States,6.4,10,-0.1,6.5,1768,http://www.forbes.com/companies/avon-products/,-0.015384615,-0.01,,,,,,,,,,,,
OW Bunker,,,Europe,Denmark,1.2,17,0.1,1.8,1768,http://www.forbes.com/companies/ow-bunker/,0.055555556,0.005882353,,,,,,,,,,,,
Airgas,Materials,Specialized Chemicals,North America,United States,8,5.1,0.3,5.8,1770,http://www.forbes.com/companies/airgas/,0.051724138,0.058823529,,,,,,,,,,,,
Herbalife,Consumer Staples,Food Retail,North America,Cayman Islands,5.9,4.8,0.5,2.5,1771,http://www.forbes.com/companies/herbalife/,0.2,0.104166667,,,,,,,,,,,,
Tokyo Electron,Information Technology,Semiconductors,Asia,Japan,11,5.4,-0.3,7.6,1772,http://www.forbes.com/companies/tokyo-electron/,-0.039473684,-0.055555556,,,,,,,,,,,,
Shanghai Material Trading,Industrials,Trading Companies,Asia,China,0.8,16.9,-0.1,2,1772,http://www.forbes.com/companies/shanghai-material-trading/,-0.05,-0.00591716,,,,,,,,,,,,
GameStop Corp.,Information Technology,Computer & Electronics Retail,North America,United States,4.9,9,0.4,4.1,1774,http://www.forbes.com/companies/gamestop/,0.097560976,0.044444444,,,,,,,,,,,,
Higo Bank,Financials,Regional Banks,Asia,Japan,1.2,0.9,0.1,41.5,1775,http://www.forbes.com/companies/higo-bank/,0.002409639,0.111111111,,,,,,,,,,,,
American Equity Investment,Financials,Life & Health Insurance,North America,United States,1.7,1.6,0.3,41.3,1776,http://www.forbes.com/companies/american-equity-investment/,0.007263923,0.1875,,,,,,,,,,,,
UGI,Utilities,Natural Gas Utilities,North America,United States,5.2,7.5,0.3,10.7,1777,http://www.forbes.com/companies/ugi/,0.028037383,0.04,,,,,,,,,,,,
Tullow Oil,Energy,Oil & Gas Operations,Europe,United Kingdom,11.4,2.6,0.2,11.5,1777,http://www.forbes.com/companies/tullow-oil/,0.017391304,0.076923077,,,,,,,,,,,,
Saudi Investment Bank,Financials,Investment Services,Asia,Saudi Arabia,4.5,0.7,0.3,21.5,1779,http://www.forbes.com/companies/saudi-investment-bank/,0.013953488,0.428571429,,,,,,,,,,,,
Millicom International,Telecommunication Services,Telecommunications services,Europe,Luxembourg,10.2,5.2,0.2,9.1,1779,http://www.forbes.com/companies/millicom-international/,0.021978022,0.038461538,,,,,,,,,,,,
DCC,Industrials,Conglomerates,Europe,Ireland,4.7,16.7,0.2,5,1781,http://www.forbes.com/companies/dcc/,0.04,0.011976048,,,,,,,,,,,,
Tauron Group,Utilities,Electric Utilities,Europe,Poland,3.1,6.1,0.4,10.1,1781,http://www.forbes.com/companies/tauron-group/,0.03960396,0.06557377,,,,,,,,,,,,
Hanwa,Materials,Diversified Metals & Mining,Asia,Japan,0.8,16.6,0.1,5.8,1783,http://www.forbes.com/companies/hanwa/,0.017241379,0.006024096,,,,,,,,,,,,
San-In Godo Bank,Financials,Regional Banks,Asia,Japan,1.1,0.9,0.1,41.3,1784,http://www.forbes.com/companies/san-in-godo-bank/,0.002421308,0.111111111,,,,,,,,,,,,
Ecobank Transnational Incorporated,Financials,Regional Banks,Africa,Togo,1.4,2.6,0.3,21.5,1785,http://www.forbes.com/companies/ecobank-transnational-incorporated/,0.013953488,0.115384615,,,,,,,,,,,,
Kaisa Group Holdings,Financials,Consumer Financial Services,Asia,China,1.8,3.2,0.5,14.5,1786,http://www.forbes.com/companies/kaisa-group-holdings/,0.034482759,0.15625,,,,,,,,,,,,
Hunan Valin Steel,Materials,Iron & Steel,Asia,China,0.9,9.7,0,11.7,1786,http://www.forbes.com/companies/hunan-valin-steel/,0,0,,,,,,,,,,,,
Hyakujushi Bank,Financials,Regional Banks,Asia,Japan,1.1,0.7,0.1,41,1788,http://www.forbes.com/companies/hyakujushi-bank/,0.002439024,0.142857143,,,,,,,,,,,,
Corporation Bank,Financials,Regional Banks,Asia,India,0.8,3.1,0.3,35.6,1789,http://www.forbes.com/companies/corporation-bank/,0.008426966,0.096774194,,,,,,,,,,,,
Intouch Holdings,,,Asia,Thailand,7.6,0.3,0.5,1.5,1790,http://www.forbes.com/companies/intouch-holdings/,0.333333333,1.666666667,,,,,,,,,,,,
Arkema,Materials,Diversified Chemicals,Europe,France,7.2,8.1,0.2,7.5,1791,http://www.forbes.com/companies/arkema/,0.026666667,0.024691358,,,,,,,,,,,,
Keiyo Bank,Financials,Regional Banks,Asia,Japan,1.2,0.7,0.2,39.8,1791,http://www.forbes.com/companies/keiyo-bank/,0.005025126,0.285714286,,,,,,,,,,,,
Outokumpu,Materials,Iron & Steel,Europe,Finland,2.7,9,-1.3,12.2,1793,http://www.forbes.com/companies/outokumpu/,-0.106557377,-0.144444444,,,,,,,,,,,,
Polaris Industries,Consumer Discretionary,Recreational Products,North America,United States,9.4,3.8,0.4,1.7,1793,http://www.forbes.com/companies/polaris-industries/,0.235294118,0.105263158,,,,,,,,,,,,
Citrix Systems,Information Technology,Software & Programming,North America,United States,10.7,2.9,0.3,5.2,1793,http://www.forbes.com/companies/citrix-systems/,0.057692308,0.103448276,,,,,,,,,,,,
Aurubis,Materials,Diversified Metals & Mining,Europe,Germany,2.4,15.6,-0.3,5.6,1796,http://www.forbes.com/companies/aurubis/,-0.053571429,-0.019230769,,,,,,,,,,,,
Tasnee,Industrials,Conglomerates,Asia,Saudi Arabia,6,4.9,0.3,12.6,1797,http://www.forbes.com/companies/tasnee/,0.023809524,0.06122449,,,,,,,,,,,,
China Aviation Oil,Industrials,Trading Companies,Asia,Singapore,0.6,15.6,0.1,1.6,1797,http://www.forbes.com/companies/china-aviation-oil/,0.0625,0.006410256,,,,,,,,,,,,
Musashino Bank,Financials,Regional Banks,Asia,Japan,1.1,0.7,0.1,38.8,1799,http://www.forbes.com/companies/musashino-bank/,0.00257732,0.142857143,,,,,,,,,,,,
Ruentex Development,,,Asia,Taiwan,2.2,0.5,1,2.7,1799,http://www.forbes.com/companies/ruentex-development/,0.37037037,2,,,,,,,,,,,,
RMB Holdings,Financials,Investment Services,Africa,South Africa,6.4,0,0.6,3,1801,http://www.forbes.com/companies/rmb-holdings/,0.2,??Hokkaido Electric Power,Utilities,Electric Utilities,Asia,Japan,1.6,6.2,-0.8,16.8,1802,http://www.forbes.com/companies/hokkaido-electric-power/,-0.047619048,-0.129032258
Signature Bank,Financials,Regional Banks,North America,United States,6.1,0.8,0.2,22.4,1803,http://www.forbes.com/companies/signature-bank/,0.008928571,0.25,,,,,,,,,,,,
NASDAQ OMX Group,Financials,Investment Services,North America,United States,6.1,3.2,0.4,12.6,1804,http://www.forbes.com/companies/nasdaq-omx-group/,0.031746032,0.125,,,,,,,,,,,,
Bank of Queensland,Financials,Regional Banks,Australia,Australia,3.8,2.5,0.2,37.9,1805,http://www.forbes.com/companies/bank-of-queensland/,0.005277045,0.08,,,,,,,,,,,,
Interactive Brokers Group,Financials,Investment Services,North America,United States,1.2,1.1,0,37.9,1806,http://www.forbes.com/companies/interactive-brokers-group/,0,0,,,,,,,,,,,,
Yunnan Baiyao Group,Health Care,Pharmaceuticals,Asia,China,9.2,2.6,0.4,2.1,1807,http://www.forbes.com/companies/yunnan-baiyao-group/,0.19047619,0.153846154,,,,,,,,,,,,
Cablevision Systems Corporation,Consumer Discretionary,Broadcasting & Cable,North America,United States,4.4,6.2,0.5,6.9,1808,http://www.forbes.com/companies/cablevision/,0.072463768,0.080645161,,,,,,,,,,,,
Cheniere Energy,,,North America,United States,13.7,0.3,-0.5,9.7,1808,http://www.forbes.com/companies/cheniere-energy/,-0.051546392,-1.666666667,,,,,,,,,,,,
Allahabad Bank,Financials,Regional Banks,Asia,India,0.8,3.5,0.2,37.7,1810,http://www.forbes.com/companies/allahabad-bank/,0.00530504,0.057142857,,,,,,,,,,,,
Cabot Oil & Gas,Energy,Oil & Gas Operations,North America,United States,14.3,1.7,0.3,5,1811,http://www.forbes.com/companies/cabot-oil-gas/,0.06,0.176470588,,,,,,,,,,,,
NetDragon Websoft,Consumer Discretionary,Recreational Products,Asia,China,1,0.1,1,0.9,1811,http://www.forbes.com/companies/netdragon-websoft/,1.111111111,10,,,,,,,,,,,,
Doha Bank,Financials,Regional Banks,Asia,Qatar,4.4,0.7,0.4,18.4,1811,http://www.forbes.com/companies/doha-bank/,0.02173913,0.571428571,,,,,,,,,,,,
Kagoshima Bank,Financials,Regional Banks,Asia,Japan,1.4,0.8,0.1,37.6,1811,http://www.forbes.com/companies/kagoshima-bank/,0.002659574,0.125,,,,,,,,,,,,
Inchcape,Consumer Discretionary,Specialty Stores,Europe,United Kingdom,5.1,10.2,0.3,5.6,1811,http://www.forbes.com/companies/inchcape/,0.053571429,0.029411765,,,,,,,,,,,,
Grupo Argos,Materials,Construction Materials,South America,Colombia,8.4,4.1,0.2,14.3,1816,http://www.forbes.com/companies/grupo-argos/,0.013986014,0.048780488,,,,,,,,,,,,
Gemalto,Information Technology,Electronics,Europe,Netherlands,10.3,3.2,0.3,4,1816,http://www.forbes.com/companies/gemalto/,0.075,0.09375,,,,,,,,,,,,
Credito Valtellinese,Financials,Regional Banks,Europe,Italy,1.1,1.1,0,37.5,1816,http://www.forbes.com/companies/credito-valtellinese/,0,0,,,,,,,,,,,,
"Workday, Inc.",,,North America,United States,17.5,0.5,-0.2,2.2,1819,http://www.forbes.com/companies/workday/,-0.090909091,-0.4,,,,,,,,,,,,
Erie Indemnity,Financials,Diversified Insurance,North America,United States,3.7,6.1,0.2,17,1820,http://www.forbes.com/companies/erie-indemnity/,0.011764706,0.032786885,,,,,,,,,,,,
Wing Hang Bank,Financials,Regional Banks,Asia,Hong Kong,4.9,0.9,0.3,27.6,1821,http://www.forbes.com/companies/wing-hang-bank/,0.010869565,0.333333333,,,,,,,,,,,,
Verisk Analytics,Consumer Discretionary,Business & Personal Services,North America,United States,10,1.7,0.3,2.5,1822,http://www.forbes.com/companies/verisk-analytics/,0.12,0.176470588,,,,,,,,,,,,
Inventec,Information Technology,Computer Hardware,Asia,Taiwan,3.5,14.9,0.2,6.9,1822,http://www.forbes.com/companies/inventec/,0.028985507,0.013422819,,,,,,,,,,,,
Saras,Energy,Oil & Gas Operations,Europe,Italy,1.6,14.8,-0.4,5.3,1824,http://www.forbes.com/companies/saras/,-0.075471698,-0.027027027,,,,,,,,,,,,
Sealed Air,Materials,Containers & Packaging,North America,United States,6.5,7.8,0.1,9.1,1825,http://www.forbes.com/companies/sealed-air/,0.010989011,0.012820513,,,,,,,,,,,,
Japan Exchange Group,Financials,Investment Services,Asia,Japan,6.6,1.2,0.3,15.6,1826,http://www.forbes.com/companies/japan-exchange-group/,0.019230769,0.25,,,,,,,,,,,,
B/E Aerospace,Industrials,Aerospace & Defense,North America,United States,9.3,3.5,0.4,5.7,1827,http://www.forbes.com/companies/b-e-aerospace/,0.070175439,0.114285714,,,,,,,,,,,,
Dean Foods,Consumer Staples,Food Processing,North America,United States,1.4,9.6,0.3,2.8,1827,http://www.forbes.com/companies/dean-foods/,0.107142857,0.03125,,,,,,,,,,,,
Sonae SGPS,Consumer Staples,Food Retail,Europe,Portugal,3.9,6.8,0.4,7.5,1829,http://www.forbes.com/companies/sonae/,0.053333333,0.058823529,,,,,,,,,,,,
Penske Automotive,Consumer Discretionary,Specialty Stores,North America,United States,3.9,14.7,0.2,6.4,1829,http://www.forbes.com/companies/penske-automotive/,0.03125,0.013605442,,,,,,,,,,,,
Empresa de Energia de Bogota,Utilities,Electric Utilities,South America,Colombia,7.4,1,0.5,8.4,1831,http://www.forbes.com/companies/empresa-de-energia-de-bogota/,0.05952381,0.5,,,,,,,,,,,,
WEG,Industrials,Electrical Equipment,South America,Brazil,8.7,3.2,0.4,4.3,1832,http://www.forbes.com/companies/weg/,0.093023256,0.125,,,,,,,,,,,,
Hyprop Investments,,,Africa,South Africa,1.8,0.2,1,2.5,1833,http://www.forbes.com/companies/hyprop-investments/,0.4,5,,,,,,,,,,,,
Antero Resources,,,North America,United States,17.1,0.8,0,6.6,1834,http://www.forbes.com/companies/antero-resources/,0,0,,,,,,,,,,,,
DGB Financial Group,Financials,Consumer Financial Services,Asia,South Korea,2,1.7,0.2,35.6,1835,http://www.forbes.com/companies/dgb-financial-group/,0.005617978,0.117647059,,,,,,,,,,,,
